企業ID,企業名,指標ID（編集しないでください）,指標名（英語表記）※実際の開示は英語表記が多少異なる可能性あり,指標名,単位,データソース,連結 or 単体,開示データ,2019年度,2020年度,2021年度,2022年度,2023年度,2024年度,2025年度,メモ
8,Rheinmetal AG,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,2023_Investor_Presentation_March_final p.63; DE0007030009-JA-2023-EQ-E-00 p.134,連結,TRUE,,,,6.1,5.8,,,
8,Rheinmetal AG,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,DE0007030009-JA-2023-EQ-E-00 p.134; Rheinmetall-Annual-Report-2025 p.142,連結,TRUE,,,,,2,0,1,
8,Rheinmetal AG,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,,,,,,,,,,,
8,Rheinmetal AG,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,EUR/FTE,"Rheinmetall-Annual-Report-2025 p.3, 55, 56",連結,TRUE,,,,,,,65107.25,
8,Rheinmetal AG,sales_per_employee,Revenue per employee,従業員一人当たり売上,EUR/FTE,Rheinmetall-Annual-Report-2025 p.56,連結,TRUE,,,,,,,415000,
8,Rheinmetal AG,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,EUR/FTE,"Rheinmetall-Annual-Report-2025 p.3, 56, 57",連結,TRUE,,,,,,,25897.49,
8,Rheinmetal AG,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,"DE0007030009-JA-2021-EQ-E-00 p.2, 189; Rheinmetall-Annual-Report-2025 p.3, 56, 219, 220",連結,TRUE,,,1.37,,,,1.543,
8,Rheinmetal AG,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,DE0007030009-JA-2019-EQ-E-01 p.117; DE0007030009-JA-2020-EQ-E-00 p.126,連結,TRUE,28.04,32.90,,,,,,
8,Rheinmetal AG,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
8,Rheinmetal AG,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,2023-03-16_Rheinmetall_Conference_Call_FY2022 p.23,連結,TRUE,,,,85,,,,
8,Rheinmetal AG,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,,,,,,,,,,,
8,Rheinmetal AG,internal_appointment_rate,Internal hire rate,内部登用率,%,,,,,,,,,,,
8,Rheinmetal AG,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,,,,,,,,,,,
8,Rheinmetal AG,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,"DE0007030009-JA-2021-EQ-E-00 p.124, 127; DE0007030009-JA-2022-EQ-E-00 p.126, 127",連結,TRUE,,,2.23,1.68,,,,
8,Rheinmetal AG,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
8,Rheinmetal AG,internal_transfer_number,Number of internal moves,内部異動数,件,,,,,,,,,,,
8,Rheinmetal AG,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
8,Rheinmetal AG,turnover,Turnover rate,離職率,%,"DE0007030009-JA-2019-EQ-E-01 p.53, 117; DE0007030009-JA-2020-EQ-E-00 p.2, 126; DE0007030009-JA-2021-EQ-E-00 p.2, 118; DE0007030009-JA-2022-EQ-E-00 p.2, 127, 70; DE0007030009-JA-2023-EQ-E-00 p.128, 2; Rheinmetall-Annual-Report-2025 p.137",連結,TRUE,10.15,11.90,10.88,11.48,14.46,13.5,10.5,
8,Rheinmetal AG,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,,,,,,,,,,,
8,Rheinmetal AG,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
8,Rheinmetal AG,internal_succession_rate,Internal succession rate,内部継承率,%,,,,,,,,,,,
8,Rheinmetal AG,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
8,Rheinmetal AG,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
8,Rheinmetal AG,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
8,Rheinmetal AG,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
8,Rheinmetal AG,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,,,,,,,,,,,,
8,Rheinmetal AG,participation_rate_in_training,Training participation rate,研修への参加率,%,"DE0007030009-JA-2020-EQ-E-00 p.134, 53; DE0007030009-JA-2021-EQ-E-00 p.2, 120; DE0007030009-JA-2022-EQ-E-00 p.128, 2, 3",連結,TRUE,,62.48,11.41,9.56,,,,
8,Rheinmetal AG,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,,,,,,,,,,,
8,Rheinmetal AG,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
8,Rheinmetal AG,total_number_of_employees,Total number of employees,総従業員数,人,2020-03-18_Rheinmetall_Conference_call_FY_2019 p.42; 2021-03-18_Rheinmetall_Conference_call_FY2020 p.50; DE0007030009-JA-2021-EQ-E-00 p.127; 2023_Investor_Presentation_March_final p.70; DE0007030009-JA-2023-EQ-E-00 p.133; Rheinmetall-Transcript-Conference-Call-FY2024 p.1; Rheinmetall-Annual-Report-2025 p.136,連結,TRUE,25767,23268,24841,25486,28906,32000,33217,"2019年: 要確認（25767←2020-03-18_Rheinmetall_Conference_call_FY_2019 p.42 / 23780←20200317_RHM_Corp_Presentation_March_2020 p.68 / 25767←DE0007030009-JA-2019-EQ-E-01 p.3, 49, 53）  2020年: 要確認（23268←2021-03-18_Rheinmetall_Conference_call_FY2020 p.50 / 23268←20210423_RHM_Corp_Presentation_March_2021 p.80 / 25329←DE0007030009-JA-2020-EQ-E-00 p.53, 54, 55）  2023年: 要確認（28906←DE0007030009-JA-2023-EQ-E-00 p.133 / 28054←Investor_Presentation_March_2024 p.67）  2024年: 要確認（32000←Rheinmetall-Transcript-Conference-Call-FY2024 p.1 / 28539←Rheinmetall_AG_2025_Investor_Presentation_March p.58）"
8,Rheinmetal AG,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,DE0007030009-JA-2020-EQ-E-00 p.53; DE0007030009-JA-2023-EQ-E-00 p.2; Rheinmetall-Annual-Report-2025 p.137,連結,TRUE,,24231,,,28054,,31923,
8,Rheinmetal AG,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,DE0007030009-JA-2020-EQ-E-00 p.53; Rheinmetall-Annual-Report-2025 p.137,連結,TRUE,,1098,,,,,1294,
8,Rheinmetal AG,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,"DE0007030009-JA-2019-EQ-E-01 p.2, 53; DE0007030009-JA-2020-EQ-E-00 p.2, 53, 59; DE0007030009-JA-2021-EQ-E-00 p.2; 2023_Investor_Presentation_March_final p.70; DE0007030009-JA-2023-EQ-E-00 p.2; Rheinmetall_AG_2025_Investor_Presentation_March p.58; Rheinmetall-Annual-Report-2025 p.56",連結,TRUE,23780,23268,23945,25486,28054,28539,32251,
8,Rheinmetal AG,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,,,,,,,,,,,
8,Rheinmetal AG,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,,,,,,,,,,,
8,Rheinmetal AG,absence_rate,Absenteeism rate,欠勤率,%,DE0007030009-JA-2019-EQ-E-01 p.121; DE0007030009-JA-2020-EQ-E-00 p.137; DE0007030009-JA-2021-EQ-E-00 p.131; DE0007030009-JA-2022-EQ-E-00 p.133; DE0007030009-JA-2023-EQ-E-00 p.134,連結,TRUE,4.8,4.7,4.5,4.6,5.4,,,
