企業ID,企業名,指標ID（編集しないでください）,指標名（英語表記）※実際の開示は英語表記が多少異なる可能性あり,指標名,単位,データソース,連結 or 単体,開示データ,2019年度,2020年度,2021年度,2022年度,2023年度,2024年度,2025年度,メモ
3,DWS,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.248; DWS Annual Report 2022_EN_sec p.245; DWS Annual Report 2023_EN_sec p.233; DWS Annual Report 2024_EN_sec p.247,連結,TRUE,93,83,97.8,99.0,80.1,99.2,,2020年: 要確認（83←DWS Annual Report 2020_EN_sec p.249 / 71.5←DWS Annual Report 2021_EN_sec p.248）
3,DWS,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,,,,,,,,,,,
3,DWS,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,DWS KGaA Jahresabschluss 2020_EN_sec p.26; DWS KGaA Report 2024_EN_sec p.24,単体,TRUE,,0,,,,0,,
3,DWS,total_labor_cost,Total workforce cost,総労働力コスト,EUR million,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,,792.2,913.9,979.3,981.3,906.4,,
3,DWS,external_labor_cost,External workforce cost,外部労働力コスト,,,,,,,,,,,,
3,DWS,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,"DWS Annual Report 2022_EN_sec p.162, 193; DWS KGaA Report 2023_EN_sec p.4, 15; DWS KGaA Report 2024_EN_sec p.4, 15; DWS KGaA Report 2025_EN_sec p.4, 15",連結・単体混在,TRUE,,,,2.98,40.59,42.23,51.13,
3,DWS,total_employment_cost,Total employment cost,総雇用コスト,EUR million,DWS Annual Report 2020_EN_sec p.225; DWS Annual Report 2021_EN_sec p.221; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.153; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,797,716,797,979.3,865,906.4,,
3,DWS,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
3,DWS,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
3,DWS,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
3,DWS,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,EUR million,DWS Annual Report 2022_EN_sec p.36; DWS Annual Report 2023_EN_sec p.143,連結,TRUE,,,,37,28,,,
3,DWS,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,DWS Annual Report 2020_EN_sec p.248; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.221; DWS Annual Report 2023_EN_sec p.209; DWS Annual Report 2024_EN_sec p.270,連結,TRUE,,0,0,0,0,0,,
3,DWS,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
3,DWS,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,,,,,,,,,,,
3,DWS,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,,,,,,,,,,,
3,DWS,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,,,,,,,,,,,
3,DWS,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,,,,,,,,,,,
3,DWS,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,,,,,,,,,,,
3,DWS,male_employee_ratio,Percentage of male employees,男性従業員比率,%,DWS Annual Report 2020_EN_sec p.248; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.220; DWS Annual Report 2023_EN_sec p.209; DWS Annual Report 2024_EN_sec p.270,連結,TRUE,,62,61,60,60,60,,
3,DWS,female_employee_ratio,Percentage of female employees,女性従業員比率,%,DWS Annual Report 2020_EN_sec p.248; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.220; DWS Annual Report 2023_EN_sec p.209; DWS Annual Report 2024_EN_sec p.270,連結,TRUE,,38,39,40,40,40,,
3,DWS,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,"DWS Annual Report 2020_EN_sec p.104, 129; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.40, 210; DWS Annual Report 2024_EN_sec p.199",連結,TRUE,71,78,73,79,78,72.8,,
3,DWS,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
3,DWS,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,"DWS Annual Report 2020_EN_sec p.105, 130",連結,TRUE,,59,,,,,,
3,DWS,engagement_score,Employee engagement score,エンゲージメントスコア,%,"DWS Annual Report 2020_EN_sec p.104, 129; DWS Annual Report 2022_EN_sec p.41; DWS Annual Report 2023_EN_sec p.40, 62; DWS Annual Report 2024_EN_sec p.199",連結,TRUE,63,69,74,73,76,72.8,,
3,DWS,established_rate_of_employees,Employee retention rate,従業員の定着率,%,"DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.210; DWS Annual Report 2024_EN_sec p.125, 271",連結,TRUE,,92.20,92.60,90.3,90,89.8,,
3,DWS,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,,,,,,,,,,,
3,DWS,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,,,,,,,,,,,
3,DWS,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,DWS Annual Report 2024_EN_sec p.271,連結,TRUE,,,,,,99.2,,
3,DWS,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,EUR thousand,DWS Annual Report 2020_EN_sec p.248; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,,200,270,203,177,208,,
3,DWS,sales_per_employee,Revenue per employee,従業員一人当たり売上,EUR million,"DWS Annual Report 2020_EN_sec p.23, 248; DWS Annual Report 2021_EN_sec p.15, 245; DWS KGaA Report 2022_EN_sec p.4, 14",連結・単体混在,TRUE,,0.67,794.86,434502.89,,,,
3,DWS,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,EUR million,"DWS Annual Report 2020_EN_sec p.23, 248; DWS Annual Report 2021_EN_sec p.16, 245; DWS KGaA Report 2022_EN_sec p.4, 14",連結・単体混在,TRUE,,0.17,228.52,2382000,,,,
3,DWS,human_capital_roi,Human capital ROI (HCROI),人的資本RoI,%,"DWS Annual Report 2020_EN_sec p.248; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271; DWS KGaA Report 2025_EN_sec p.4, 14",連結・単体混在,TRUE,,108,137,101,93,112,17.55,2021年: 連結優先（standaloneを除外）  2022年: 連結優先（standaloneを除外）  2023年: 連結優先（standaloneを除外）
3,DWS,number_of_qualified_candidates_per_position,Number of candidates per vacancy,募集ポスト当りの書類選考通過者数,人,,,,,,,,,,,
3,DWS,quality_per_hire,Quality of hire,採用社員の質,,,,,,,,,,,,
3,DWS,average_number_of_days_for_recruitment,Average time to hire,採用にかかる平均日数,日,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,,113,122,130,124,124,,
3,DWS,average_number_of_days_until_important_posts_are_filled,Average time to fill critical positions,重要ポストが埋まる迄の平均日数,日,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,,73,112,75,111,56,,
3,DWS,internal_appointment_rate,Internal hire rate,内部登用率,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,34,38,38,37,34,36,,
3,DWS,internal_appointment_rate_of_important_posts,Internal hire rate for critical positions,重要ポストの内部登用率,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,75,20,50,70,50,50,,
3,DWS,percentage_of_important_posts,Percentage of critical positions,重要ポストの割合,%,,,,,,,,,,,
3,DWS,empty_seat_rate_of_important_posts_in_all_vacant_seats,Vacancy rate for critical positions,全空席中の重要ポストの空席率,%,,,,,,,,,,,
3,DWS,internal_transfer_number,Number of internal moves,内部異動数,件,,,,,,,,,,,
3,DWS,preparation_for_executive_candidates,Succession readiness (leadership pipeline readiness),幹部候補の準備度,%,,,,,,,,,,,
3,DWS,turnover,Turnover rate,離職率,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.125,連結,TRUE,11.50,7.80,7.40,9.7,10,10.2,,
3,DWS,spontaneous_turnover_rate,Voluntary turnover rate,自発的離職率,%,DWS Annual Report 2024_EN_sec p.125,連結,TRUE,,,,,,6.5,,
3,DWS,spontaneous_turnover_rate_that_is_painful,Regrettable voluntary turnover rate,痛手となる自発的離職率,%,,,,,,,,,,,
3,DWS,internal_succession_rate,Internal succession rate,内部継承率,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2022_EN_sec p.244; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,34,38,38,37,34,36,,
3,DWS,successor_candidate_preparation_rate,Successor readiness rate,後継者候補準備率,%,,,,,,,,,,,
3,DWS,successor_s_inheritance_preparation_immediate,Ready-now successors,後継者の継承準備度（即時）,%,,,,,,,,,,,
3,DWS,successor_s_inheritance_preparation_specific_period_a,Successors ready in 1–3 years,後継者の継承準備度（1-3年）,%,,,,,,,,,,,
3,DWS,successor_s_inheritance_preparation_specific_period_b,Successors ready in 4–5 years,後継者の継承準備度（4-5年）,%,,,,,,,,,,,
3,DWS,total_expenses_for_human_resource_development_and_training,Total training and development cost,人材開発・研修の総費用,EUR million,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.247; DWS Annual Report 2022_EN_sec p.222; DWS Annual Report 2023_EN_sec p.232; DWS Annual Report 2024_EN_sec p.271,連結,TRUE,2.1,1.2,2.7,2.2,1.9,2.5,,
3,DWS,participation_rate_in_training,Training participation rate,研修への参加率,%,DWS Annual Report 2020_EN_sec p.249; DWS Annual Report 2021_EN_sec p.248; DWS Annual Report 2022_EN_sec p.245; DWS Annual Report 2023_EN_sec p.233,連結,TRUE,93,83,97.8,99.0,80.1,,,
3,DWS,training_time_for_employees,Training hours per employee,従業員当りの研修受講時間,時間,,,,,,,,,,,
3,DWS,employee_competition_sea_rate,Employee competency rate,従業員のコンピテンシーレート,%,,,,,,,,,,,
3,DWS,total_number_of_employees,Total number of employees,総従業員数,人,DWS Annual Report 2020_EN_sec p.247; DWS KGaA Jahresabschluss 2021_EN_sec p.15; DWS Annual Report 2022_EN_sec p.242; DWS Annual Report 2023_EN_sec p.230; DWS Annual Report 2024_EN_sec p.124; 2026_03_12_DWS_Annual_Report_Media_info p.2,連結・単体混在,TRUE,,3321,138,3657,4453,4690,5000,2020年: 連結優先（standaloneを除外）  2022年: 連結優先（standaloneを除外）  2023年: 連結優先（standaloneを除外）  2024年: 連結優先（standaloneを除外）  2025年: 連結優先（standaloneを除外）
3,DWS,total_number_of_employees_full_time,Total number of employees (full-time),総従業員数（フルタイム）,人,DWS Annual Report 2020_EN_sec p.247; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.242; DWS Annual Report 2023_EN_sec p.230; DWS Annual Report 2024_EN_sec p.124,連結,TRUE,,3106,3201,3461,4176,4365,,
3,DWS,total_number_of_employees_part_time,Total number of employees (part-time),総従業員数（パートタイム）,人,DWS Annual Report 2020_EN_sec p.247; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.242; DWS Annual Report 2023_EN_sec p.230; DWS Annual Report 2024_EN_sec p.124,連結,TRUE,,299,306,270,277,202,,
3,DWS,full_time_equivalent_fte,Full-time equivalent (FTE),フルタイム当量(FTE),FTE,DWS Annual Report 2020_EN_sec p.247; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.242; DWS Annual Report 2023_EN_sec p.230; DWS Annual Report 2024_EN_sec p.269,連結,TRUE,,3321,3422,3657,4378,4567,,2021年: 連結優先（standaloneを除外）
3,DWS,temporary_labor_independent_employer,Contingent workforce (independent contractors),臨時の労働力(独立事業主),人,DWS Annual Report 2020_EN_sec p.247; DWS Annual Report 2022_EN_sec p.242; DWS Annual Report 2023_EN_sec p.230,連結,TRUE,,790,,983,1202,,,
3,DWS,temporary_labor_dispatched_worker,Contingent workforce (agency workers),臨時の労働力(派遣労働者),人,DWS Annual Report 2020_EN_sec p.247; DWS Annual Report 2021_EN_sec p.245; DWS Annual Report 2022_EN_sec p.242,連結,TRUE,,790,1000,983,,,,
3,DWS,absence_rate,Absenteeism rate,欠勤率,%,,,,,,,,,,,
4,Deutsche Bank AG,types_and_number_of_complaints_that_were_raised,Number and types of grievances filed,提起された苦情の種類と件数,件,HR+Report+2021 p.66; Human-Capital-Report-2022 p.51; Annual-Report-2024 p.312,連結,TRUE,,,73,98,,202,,
4,Deutsche Bank AG,types_and_number_of_disciplinary_action,Number and types of disciplinary actions,懲戒処分の種類と件数,件,HR+Report+2021 p.66; Human-Capital-Report-2022 p.51; Non-Financial-Report-2023 p.148,連結,TRUE,,,449,412,568,,,
4,Deutsche Bank AG,percentage_of_employees_who_received_ethics_and_compliance_training,Percentage of employees trained in ethics and compliance,倫理・コンプライアンス研修を受けた従業員の割合,%,Non-Financial_Report_2020 p.30; HR+Report+2021 p.55; Human-Capital-Report-2022 p.45; Non-Financial-Report-2023 p.140; Annual-Report-2024 p.334; Sustainability-Data-Compendium-2025 p.15,連結,TRUE,,100,93.3,86.8,99.9,99.88,96.51,
4,Deutsche Bank AG,dispatched_to_be_resolved_by_third_parties,Number of disputes referred to third parties,第三者に解決を委ねられた係争,件,,,,,,,,,,,
4,Deutsche Bank AG,the_number_of_matters_pointed_out_in_external_audits_the_type_the_source_of_the_occurrence_and_the_response_to_them,"Number, type, and source of issues identified in external audits, and actions taken",外部監査で指摘された事項の数、種類および発生源と、それらへの対応,件,"In-house-ecology-update-2024 p.7, 8",,TRUE,,,,,,0,,
4,Deutsche Bank AG,total_labor_cost,Total workforce cost,総労働力コスト,EUR million,"Annual_Report_2020 p.36, 391; Annual-Report-2022- p.347; Annual-Report-2023 p.44, 355; Annual-Report-2024 p.299; Annual-Report-2025 p.365",連結,TRUE,,10471,,10712,11131,12176,12603,
4,Deutsche Bank AG,external_labor_cost,External workforce cost,外部労働力コスト,EUR million,"Annual-Report-2022- p.50, 284; Annual-Report-2024 p.467; Annual-Report-2025 p.44, 365, 457, 607",連結,TRUE,,,,1739,,1727,790,
4,Deutsche Bank AG,remuneration_ratio_for_specific_jobs_for_total_salary,Ratio of specific role compensation to total payroll,総給与に対する特定職の報酬割合,%,"Annual+Report+2021 p.331, 414; Annual-Report-2022- p.347, 434; Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.6, 45; Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.5, 47; Annual-Report-2025 p.693, 698",連結,TRUE,,,13.5,14.65,1.25,0.249,16.10,"2021年: 連結優先（standaloneを除外）  2023年: 要確認（1.25←Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.6, 45 / 16.12←Annual-Report-2023 p.355, 476）  2024年: 要確認（0.249←Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.5, 47 / 14.30←Annual-Report-2024 p.299, 640 / 237←Sustainability-Data-Compendium-2024 p.10）"
4,Deutsche Bank AG,total_employment_cost,Total employment cost,総雇用コスト,EUR million,"Annual_Report_2020 p.36, 391; Annual-Report-2022- p.347, 356; Annual-Report-2023 p.44, 355; Annual-Report-2024 p.299; Annual-Report-2025 p.2, 44, 457, 607",連結,TRUE,,10471,,12668,11131,12176,11813,
4,Deutsche Bank AG,one_person_recruitment_cost_new_graduate_mid_career,Cost per hire (graduates),1人当り採用コスト（新卒）,,,,,,,,,,,,
4,Deutsche Bank AG,one_person_recruitment_cost_mid_career,Cost per hire (experienced hires),1人当り採用コスト（中途）,,,,,,,,,,,,
4,Deutsche Bank AG,recruitment_cost,Total recruitment cost,採用コスト,,,,,,,,,,,,
4,Deutsche Bank AG,costs_associated_with_retirement,Cost of turnover,離職に伴うコスト,EUR million,Annual_Report_2020 p.371; Annual-Report-2022- p.356; Annual-Report-2023 p.365; Annual-Report-2024 p.540; Annual-Report-2025 p.582,連結,TRUE,,184,,82,293,487,162,
4,Deutsche Bank AG,employee_ratio_under_15_years_old,Percentage of employees under age 15,従業員比率（15歳未満）,%,Non-Financial_Report_2020 p.64; HR+Report+2021 p.35; Human-Capital-Report-2022 p.9; Annual-Report-2024 p.369; Annual-Report-2025 p.359,連結,TRUE,,0,0,0,,0,0,
4,Deutsche Bank AG,employee_ratio_15_19_years_old,Percentage of employees aged 15–19,従業員比率（15歳～19歳）,%,,,,,,,,,,,
4,Deutsche Bank AG,employee_ratio_20_29_years_old,Percentage of employees aged 20–29,従業員比率（20歳～29歳）,%,Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Report-2023 p.194,連結,TRUE,,,14.7,15.4,16.5,,,
4,Deutsche Bank AG,employee_ratio_30_39_years_old,Percentage of employees aged 30–39,従業員比率（30歳～39歳）,%,Annual_Report_2020 p.218; Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Report-2023 p.194,連結,TRUE,,28.4,28.1,28.1,28.6,,,
4,Deutsche Bank AG,employee_ratio_40_49_years_old,Percentage of employees aged 40–49,従業員比率（40歳～49歳）,%,Annual_Report_2020 p.218; Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Report-2023 p.194,連結,TRUE,,27.1,27.1,26.7,25.9,,,
4,Deutsche Bank AG,employee_ratio_50_59_years_old,Percentage of employees aged 50–59,従業員比率（50歳～59歳）,%,Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Report-2023 p.194,連結,TRUE,,,25.7,25.0,23.8,,,
4,Deutsche Bank AG,employee_ratio_60_years_old,Percentage of employees aged 60 and above,従業員比率（60歳以上）,%,Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Report-2023 p.194,連結,TRUE,,,4.5,4.8,5.1,,,
4,Deutsche Bank AG,male_employee_ratio,Percentage of male employees,男性従業員比率,%,Annual_Financial_Statements_of_Deutsche_Bank_AG_2020 p.48; Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.45; Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.47; Annual-Financial-Statements-of-Deutsche-Bank-AG-2025 p.51,連結,TRUE,,58.35,53.4,53.6,57.34,56.91,56.69,"2020年: 要確認（58.35←Annual_Financial_Statements_of_Deutsche_Bank_AG_2020 p.48 / 53.6←Annual_Report_2020 p.218 / 53.6←Non-Financial_Report_2020 p.63）  2021年: 連結優先（standaloneを除外）  2022年: 連結優先（standaloneを除外）  2023年: 要確認（57.34←Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.45 / 53.7←Annual-Report-2023 p.194 / 53.7←Non-Financial-Report-2023 p.139, 152）  2024年: 要確認（56.91←Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.47 / 53.5←Annual-Report-2024 p.325 / 53.5←Sustainability-Data-Compendium-2024 p.7）  2025年: 要確認（56.69←Annual-Financial-Statements-of-Deutsche-Bank-AG-2025 p.51 / 55.07←Annual-Report-2025 p.359 / 53.6←Sustainability-Data-Compendium-2025 p.12）"
4,Deutsche Bank AG,female_employee_ratio,Percentage of female employees,女性従業員比率,%,Annual_Financial_Statements_of_Deutsche_Bank_AG_2020 p.48; Annual+Report+2021 p.176; Annual-Report-2022- p.187; Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.45; Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.47; Annual-Financial-Statements-of-Deutsche-Bank-AG-2025 p.51,連結,TRUE,,41.65,46.6,46.4,42.66,43.09,43.31,"2020年: 要確認（41.65←Annual_Financial_Statements_of_Deutsche_Bank_AG_2020 p.48 / 46.4←Annual_Report_2020 p.218 / 46.4←Non-Financial_Report_2020 p.63）  2021年: 連結優先（standaloneを除外）  2022年: 連結優先（standaloneを除外）  2023年: 要確認（42.66←Annual-Financial-Statements-of-Deutsche-Bank-AG-2023 p.45 / 46.3←Annual-Report-2023 p.194 / 46.3←Non-Financial-Report-2023 p.139, 152）  2024年: 要確認（43.09←Annual-Financial-Statements-of-Deutsche-Bank-AG-2024 p.47 / 46.5←Annual-Report-2024 p.325 / 46.5←Sustainability-Data-Compendium-2024 p.7）  2025年: 要確認（43.31←Annual-Financial-Statements-of-Deutsche-Bank-AG-2025 p.51 / 44.90←Annual-Report-2025 p.359 / 46.4←Sustainability-Data-Compendium-2025 p.12）"
4,Deutsche Bank AG,employee_survey_score_trust_in_leadership,Employee survey score (trust in leadership),従業員サーベイスコア（リーダーシップに対する信頼）,点,Non-Financial_Report_2020 p.62; Annual+Report+2021 p.407; Human-Capital-Report-2022 p.25; Non-Financial-Report-2023 p.148; Annual-Report-2024 p.324; Annual-Report-2025 p.354,連結,TRUE,,73,70,69,74,69.89,72.05,2021年: 要確認（70←Annual+Report+2021 p.407 / 73←HR+Report+2021 p.47 / 70←Non-Financial+Report+2021 p.97）
4,Deutsche Bank AG,number_of_subordinates_per_manager,Span of control (employees per manager),管理職1人当りの部下数,人,,,,,,,,,,,
4,Deutsche Bank AG,participation_rate_of_leader_ship_development_and_training,Leadership development participation rate,リーダーシップ開発・研修の参加率,%,,,,,,,,,,,
4,Deutsche Bank AG,engagement_score,Employee engagement score,エンゲージメントスコア,%,"Annual_Report_2020 p.218; Annual+Report+2021 p.202; Human-Capital-Report-2022 p.14; Annual-Report-2023 p.226; Annual-Report-2024 p.242, 369; Annual-Report-2025 p.353, 347",連結,TRUE,,69,71,69,70,67,68,"2020年: 要確認（69←Annual_Report_2020 p.218 / 71←Non-Financial_Report_2020 p.62）  2021年: 要確認（71←Annual+Report+2021 p.202 / 73←HR+Report+2021 p.7, 44, 45 / 71←Non-Financial+Report+2021 p.93）"
4,Deutsche Bank AG,established_rate_of_employees,Employee retention rate,従業員の定着率,%,"Annual_Report_2020 p.218; Annual+Report+2021 p.202; Annual-Report-2022- p.187; Annual-Report-2023 p.226; Annual-Report-2024 p.298; Annual-Report-2025 p.363, 438",連結,TRUE,,94.1,92.1,89.9,94.4,90.6,90.6,2021年: 要確認（92.1←Annual+Report+2021 p.202 / 88.8←HR+Report+2021 p.11 / 89.56←Non-Financial+Report+2021 p.95）  2022年: 要確認（89.9←Annual-Report-2022- p.187 / 87.7←Human-Capital-Report-2022 p.13）  2023年: 要確認（94.4←Annual-Report-2023 p.226 / 91.3←Non-Financial-Report-2023 p.142）
4,Deutsche Bank AG,time_ratio_lost_by_work_injury,Lost time due to work-related injuries,労災により失われた時間,時間,,,,,,,,,,,
4,Deutsche Bank AG,mortality_rate_due_to_work_related_accidents,Number of fatalities due to work-related injuries,労災による死亡者数,人,,,,,,,,,,,
4,Deutsche Bank AG,remarks_of_health_and_safety_training,Percentage of employees trained in health and safety,健康・安全研修の受講割合,%,,,,,,,,,,,
4,Deutsche Bank AG,ebit_per_fte,EBIT per employee,従業員1人あたりEBIT,EUR,Annual_Report_2020 p.2; Annual-Report-2022- p.2; Annual-Report-2023 p.2; Annual-Report-2024 p.2; Annual-Report-2025 p.2,連結,TRUE,,11811.58,,65936.65,63241.98,59051.8,107929.5,
4,Deutsche Bank AG,sales_per_employee,Revenue per employee,従業員一人当たり売上,EUR,"Annual_Report_2020 p.2; Annual-Report-2022- p.2; Annual-Report-2023 p.2; Annual-Report-2024 p.2; Annual-Report-2025 p.2, 365",連結,TRUE,,283499.92,,320263.75,320647.95,335368.8,357133.5,
4,Deutsche Bank AG,net_income_per_employee,Net profit per employee,従業員一人当たり純利益,EUR,Annual_Report_2020 p.2; Annual-Report-2022- p.2; Annual-Report-2023 p.2; Annual-Report-2024 p.2; Annual-Report-2025 p.2,連結,TRUE,,7087.39,,58872.01,46599.36,38995.8,67878.6,
